,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
408,6,2010,57000,0,1,1,13.7,1798.0,157.75,5.0,725000.0
409,8,2017,37542,1,1,1,15.73,1968.0,174.33,5.0,2571000.0
410,4,2014,95649,1,1,1,12.7,2179.0,187.7,5.0,2967000.0
411,7,2013,35299,1,1,1,14.84,2143.0,170.0,5.0,1900000.0
412,8,2017,28464,1,0,1,15.4,2179.0,120.0,7.0,1305000.0
413,10,2015,41000,1,1,1,21.76,1995.0,190.0,5.0,2550000.0
414,11,2017,9000,0,0,1,15.4,1497.0,117.3,7.0,850000.0
415,3,2010,92098,1,1,2,16.0,2400.0,215.0,5.0,725000.0
416,11,2005,5834,0,0,1,13.2,1495.0,94.0,5.0,80000.0
417,7,2017,40250,0,0,1,17.19,1197.0,81.86,5.0,690000.0
418,4,2018,22397,0,1,1,11.5,2996.0,367.0,5.0,7098999.999999999
420,8,2018,40322,0,0,1,18.9,1197.0,81.86,5.0,550000.0
421,10,2013,52576,0,0,1,13.0,1493.0,100.0,5.0,434999.99999999994
422,9,2010,55000,0,0,1,16.47,1198.0,73.9,5.0,225000.0
423,10,2016,47000,0,1,1,15.26,1798.0,187.74,5.0,2450000.0
425,4,2017,23163,0,0,1,15.29,1591.0,121.3,5.0,1203000.0
426,10,2011,50000,0,1,2,11.74,1796.0,186.0,5.0,850000.0
427,10,2014,11900,0,1,1,16.82,1998.0,189.08,4.0,2850000.0
429,2,2013,37000,1,0,1,23.59,1364.0,67.04,5.0,575000.0
430,5,2014,30000,0,0,2,19.4,1198.0,86.8,5.0,320000.0
431,4,2018,12831,0,1,1,21.4,1197.0,83.1,5.0,989000.0
433,8,2018,13102,0,0,1,21.1,814.0,55.2,5.0,405999.99999999994
434,4,2019,24950,1,0,1,20.37,1461.0,108.45,5.0,1337000.0
435,4,2011,57832,1,1,1,16.2,2993.0,258.0,5.0,2582000.0
436,8,2016,34267,0,0,1,22.74,796.0,47.3,5.0,374000.0
437,2,2015,33000,1,1,2,16.8,1984.0,150.0,5.0,2200000.0
438,1,2007,55100,0,0,1,18.9,998.0,67.1,5.0,145000.0
439,9,2008,40000,0,0,1,17.7,1497.0,78.0,5.0,200000.0
441,9,2014,15000,0,0,1,13.7,1399.0,98.79,8.0,375000.0
442,4,2016,82756,1,0,1,15.96,2523.0,62.1,7.0,770000.0
444,6,2014,20600,0,0,1,21.1,814.0,55.2,5.0,260000.0
445,4,2017,29952,0,1,1,13.0,1591.0,121.3,5.0,1377000.0
446,10,2017,15000,0,0,2,16.09,1598.0,103.5,5.0,710000.0
447,11,2008,61938,0,1,2,12.9,1799.0,130.0,5.0,265000.0
449,8,2013,61672,1,0,1,16.0,2179.0,140.0,7.0,753000.0
450,4,2017,26185,0,0,1,18.6,1197.0,81.83,5.0,798000.0
451,2,2014,38000,1,1,2,14.16,1968.0,174.3,5.0,3900000.0
452,3,2011,67000,0,0,2,18.5,1197.0,85.8,5.0,225000.0
453,3,2010,66000,0,0,2,13.17,1999.0,114.0,5.0,385000.0
454,6,2015,80883,1,0,1,12.8,2494.0,102.0,7.0,1350000.0
455,6,2016,80219,1,0,1,27.62,793.0,47.0,5.0,350000.0
456,5,2018,12923,1,0,1,25.1,1248.0,88.5,5.0,892000.0
457,4,2016,86642,1,1,1,15.17,1968.0,181.0,5.0,2037000.0
458,2,2016,19235,1,1,1,21.76,1995.0,190.0,5.0,3650000.0
459,4,2016,51002,1,1,1,11.33,4134.0,335.2,7.0,4891000.0
460,11,2016,6800,0,0,1,18.6,1197.0,81.83,5.0,720000.0
461,6,2012,82749,1,0,1,19.01,1461.0,108.45,5.0,599000.0
462,11,2016,51000,1,0,1,24.4,1120.0,71.0,5.0,525000.0
464,6,2013,76476,0,0,1,16.47,1198.0,73.9,5.0,440000.00000000006
465,9,2017,14000,1,0,1,24.0,1120.0,70.0,5.0,459999.99999999994
466,1,2013,47000,1,0,1,21.12,1248.0,88.8,5.0,295000.0
467,9,2011,48466,0,0,1,17.0,1497.0,118.0,5.0,326000.0
468,2,2008,46000,0,0,2,17.92,1086.0,62.1,5.0,222000.00000000003
469,6,2012,162663,1,0,1,12.99,2494.0,100.0,7.0,1050000.0
470,4,2017,25142,1,0,1,28.09,1248.0,88.5,5.0,826000.0
471,5,2013,69000,1,0,1,12.55,2982.0,169.0,7.0,1445000.0
473,8,2018,26405,0,1,1,12.6,1950.0,191.34,5.0,5143000.0
474,3,2014,45000,1,0,1,15.8,2148.0,170.0,5.0,2300000.0
475,9,2012,64284,1,0,1,17.72,1968.0,108.49,5.0,550000.0
476,5,2015,27000,0,0,1,18.9,1197.0,82.0,5.0,450000.0
477,6,2018,3678,0,0,1,18.16,1196.0,86.8,5.0,680000.0
479,10,2015,67000,1,0,2,19.87,1461.0,83.8,5.0,700000.0
480,5,2015,24000,1,1,2,15.68,1999.0,177.0,5.0,3350000.0
482,6,2008,179000,1,1,2,12.8,2953.0,156.0,7.0,424000.0
483,4,2017,47198,1,0,1,12.55,2982.0,168.5,7.0,2842000.0
484,9,2012,52000,1,0,1,22.07,1199.0,73.9,5.0,275000.0
485,7,2011,91000,1,0,1,23.2,1248.0,73.94,5.0,300000.0
486,11,2013,60000,1,0,1,23.08,1461.0,63.1,5.0,355000.0
488,9,2011,31000,0,1,1,10.8,2497.0,150.0,5.0,1350000.0
489,11,2017,129000,1,1,1,11.0,2987.0,258.0,7.0,5600000.0
490,6,2004,78000,0,1,1,12.0,2354.0,187.4,5.0,399000.0
491,2,2016,32000,1,1,1,17.01,1582.0,126.2,5.0,1550000.0
492,7,2010,59000,0,0,2,19.81,1086.0,68.05,5.0,231999.99999999997
494,7,2014,98000,0,0,1,16.02,1373.0,93.7,7.0,550000.0
495,3,2006,72000,1,0,2,18.7,1896.0,66.0,5.0,320000.0
497,3,2004,29000,0,0,1,17.3,993.0,60.0,5.0,160000.0
498,8,2013,66012,0,0,1,15.5,1586.0,103.3,5.0,415000.00000000006
499,10,2014,35000,0,1,1,16.5,1198.0,86.8,5.0,425000.0
500,1,2011,75000,0,0,1,18.9,998.0,67.1,5.0,260000.0
501,10,2008,80000,0,1,2,12.1,2362.0,164.7,5.0,343000.0
502,8,2012,32717,0,0,1,18.6,1199.0,79.4,5.0,254999.99999999997
503,5,2017,25000,1,1,1,12.55,2982.0,168.5,7.0,3200000.0
504,10,2014,79000,1,0,1,22.7,1498.0,89.84,5.0,625000.0
505,6,2010,86000,1,0,2,17.8,1248.0,75.0,5.0,360000.0
506,11,2010,137000,1,1,1,13.5,2987.0,282.0,5.0,1850000.0
507,10,2015,25000,0,0,2,17.3,1497.0,117.3,7.0,425000.0
508,10,2017,8500,0,0,2,18.9,1197.0,82.0,5.0,480000.0
509,2,2015,34000,1,1,1,16.0,2179.0,140.0,7.0,1300000.0
510,11,2012,41629,0,0,2,14.83,1598.0,105.0,5.0,225000.0
511,6,2009,80227,0,0,1,17.92,1086.0,62.1,5.0,229999.99999999997
512,8,2019,8587,0,0,1,15.29,1591.0,121.3,5.0,1356000.0
513,5,2017,30000,1,0,1,15.4,1997.0,120.0,7.0,1225000.0
514,11,2013,64186,1,0,1,20.5,1598.0,103.5,5.0,376000.0
515,4,2015,76427,1,0,1,19.01,1461.0,108.45,5.0,858000.0
516,6,2011,75000,1,1,1,11.7,2993.0,245.0,5.0,2750000.0
517,4,2013,27075,0,0,1,17.6,1496.0,88.73,5.0,495000.0
518,1,2012,30000,0,0,1,22.5,998.0,67.04,5.0,330000.0
519,3,2016,69434,0,0,1,15.8,1591.0,121.3,5.0,800000.0
520,7,2014,56000,0,0,1,23.1,998.0,67.04,5.0,279000.0
521,4,2017,49275,1,1,1,12.7,2179.0,187.7,5.0,4564000.0
522,11,2014,8700,0,0,1,18.6,1199.0,76.8,5.0,254999.99999999997
523,1,2014,18000,0,0,2,25.4,624.0,37.5,4.0,100000.0
524,4,2017,41041,1,1,1,17.68,1968.0,174.33,5.0,3756000.0
526,8,2019,20667,0,0,1,22.0,1197.0,81.8,5.0,637000.0
527,4,2013,60283,0,0,1,14.6,1368.0,112.0,5.0,298000.0
528,8,2017,31696,0,0,1,20.4,1197.0,81.8,5.0,575000.0
529,6,2010,100000,1,0,1,11.5,2982.0,171.0,7.0,1300000.0
530,10,2014,13361,0,0,1,16.02,1373.0,93.7,7.0,680000.0
531,4,2010,48394,0,1,1,12.05,1995.0,154.0,5.0,1049000.0
532,7,2014,47399,0,0,1,16.02,1373.0,93.7,7.0,560000.0
533,10,2010,69000,0,1,2,16.8,1497.0,118.0,5.0,285000.0
534,4,2013,65278,1,0,1,14.66,2199.0,194.3,7.0,836000.0
535,7,2005,108000,1,0,1,17.0,1405.0,70.0,5.0,100000.0
536,9,2010,50645,0,1,2,10.93,2497.0,204.0,5.0,1075000.0
537,6,2011,130002,1,0,1,19.3,1248.0,73.9,5.0,385000.0
538,6,2012,107000,1,0,1,17.8,1399.0,67.0,5.0,300000.0
539,4,2015,41950,0,1,1,18.0,1497.0,117.3,5.0,960000.0
540,5,2012,109000,1,0,1,13.0,2982.0,168.5,7.0,1325000.0
541,10,2016,9000,0,0,1,18.0,1198.0,86.7,5.0,575000.0
542,5,2014,43900,1,0,1,22.54,1396.0,88.73,5.0,675000.0
543,2,2013,64000,1,0,2,18.2,1248.0,73.8,7.0,484999.99999999994
545,10,2009,77652,0,1,1,12.6,1586.0,103.2,5.0,285000.0
546,10,2012,55000,1,0,1,12.99,2494.0,100.0,7.0,951000.0
547,1,2012,59900,1,1,2,18.48,1995.0,177.0,5.0,1850000.0
548,5,2015,73539,1,0,1,19.01,1461.0,108.45,5.0,675000.0
549,4,2017,31645,1,1,1,20.68,1995.0,190.0,5.0,2940000.0
550,8,2009,69690,0,0,1,17.7,1497.0,78.0,5.0,329000.0
551,5,2016,41000,1,0,1,28.09,1248.0,88.5,5.0,950000.0
552,11,2010,109200,0,0,2,17.5,1298.0,85.8,5.0,220000.00000000003
553,11,2012,80000,1,0,1,15.1,2179.0,140.0,7.0,650000.0
554,1,2007,51000,0,0,1,13.5,1799.0,130.0,5.0,490000.00000000006
555,11,2013,105000,1,0,2,25.47,1248.0,88.5,7.0,675000.0
556,3,2013,179000,1,0,1,23.59,1364.0,67.04,5.0,380000.0
557,5,2013,12100,0,1,1,9.9,1984.0,207.8,2.0,2950000.0
558,6,2017,31000,1,0,1,21.13,1498.0,108.4,5.0,1050000.0
559,6,2015,50000,1,0,1,20.14,1498.0,88.8,5.0,620000.0
560,7,2009,48000,1,1,1,17.0,1896.0,105.0,5.0,500000.0
561,3,2007,35000,1,0,1,19.2,1461.0,65.0,5.0,229999.99999999997
562,1,2016,100200,1,1,1,11.36,2755.0,171.5,7.0,1700000.0
563,2,2014,47000,1,1,1,18.88,1995.0,184.0,5.0,2550000.0
564,7,2015,63642,1,0,1,27.3,1498.0,98.6,5.0,565000.0
565,8,2015,62550,1,0,1,25.8,1498.0,98.6,5.0,560000.0
566,8,2015,37340,1,1,1,16.36,2179.0,187.7,5.0,2998000.0
567,4,2016,38461,1,0,1,26.59,1248.0,74.0,5.0,739000.0
568,7,2018,29000,1,0,1,17.1,1956.0,170.0,5.0,1900000.0
569,11,2010,31000,0,0,1,12.5,1794.0,132.0,5.0,500000.0
570,9,2011,42086,0,0,1,17.0,1497.0,118.0,5.0,335000.0
571,3,2013,49000,0,0,1,18.6,1197.0,85.8,5.0,445000.0
572,4,2019,77240,1,1,1,22.32,1582.0,126.32,5.0,831000.0
573,7,2012,105000,1,0,2,15.96,2523.0,62.1,7.0,600000.0
574,3,2014,35000,1,0,1,22.9,1248.0,74.0,5.0,525000.0
576,6,2012,202082,1,1,1,17.68,1968.0,174.33,5.0,1230000.0
577,3,2004,129000,0,0,3,13.8,1299.0,70.0,5.0,150000.0
578,4,2018,33558,1,0,1,20.14,1498.0,88.0,5.0,811999.9999999999
579,4,2012,60271,1,0,1,13.6,2523.0,63.0,7.0,612000.0
580,4,2017,45366,1,0,1,25.1,1498.0,98.6,5.0,1088000.0
581,9,2014,9500,0,0,1,18.2,1199.0,82.5,5.0,350000.0
582,8,2016,42362,0,0,1,18.6,1197.0,81.83,5.0,615000.0
584,10,2012,15200,1,1,1,15.06,1995.0,177.0,5.0,1350000.0
585,10,2015,43690,1,1,1,12.55,2982.0,168.5,7.0,1711000.0
586,8,2014,79926,1,1,1,11.33,4134.0,335.2,7.0,2977000.0
587,9,2013,53073,1,0,1,20.77,1248.0,88.76,7.0,595000.0
588,2,2015,59000,0,0,1,18.5,1197.0,80.0,5.0,575000.0
589,2,2006,47088,0,1,2,10.13,3498.0,364.9,5.0,1900000.0
590,1,2014,55000,1,0,1,20.45,1461.0,83.8,5.0,475000.0
591,6,2013,80430,1,0,2,17.21,1493.0,100.0,7.0,330000.0
592,5,2013,71932,1,1,1,12.55,2982.0,168.5,7.0,1650000.0
593,10,2014,19000,1,1,1,15.97,2993.0,258.0,7.0,4400000.0
594,6,2011,81759,1,0,1,19.3,1248.0,73.9,5.0,438999.99999999994
595,8,2018,52010,1,0,1,25.2,1248.0,74.0,5.0,620000.0
596,8,2016,58953,0,1,1,13.53,1984.0,177.01,5.0,2422000.0
597,10,2008,93000,1,0,3,10.5,2835.0,107.2,6.0,545000.0
598,5,2016,10000,1,1,1,16.36,2179.0,187.7,5.0,4400000.0
599,4,2019,40674,1,1,1,11.36,2755.0,171.5,7.0,2482000.0
600,10,2015,50000,1,1,1,19.3,1968.0,141.0,5.0,1169000.0
602,11,2010,60000,0,0,1,19.7,796.0,35.0,8.0,145000.0
603,10,2018,10003,1,1,1,17.9,2143.0,170.0,5.0,4850000.0
605,1,2015,73000,1,0,1,16.0,2179.0,140.0,7.0,1250000.0
606,6,2014,59962,1,0,1,20.45,1461.0,83.8,5.0,690000.0
607,7,2012,72000,1,0,2,22.32,1582.0,126.32,5.0,580000.0
608,4,2016,20967,1,1,1,14.69,2993.0,258.0,5.0,4456000.0
609,2,2015,35000,1,0,2,15.4,2179.0,120.0,7.0,850000.0
610,4,2017,38056,1,0,1,23.9,1582.0,126.2,5.0,1070000.0
612,4,2010,64236,0,0,1,14.7,1150.0,76.0,5.0,244000.0
613,9,2000,124000,1,0,1,13.6,2523.0,63.0,7.0,195000.0
614,10,2014,7400,0,0,1,19.1,1197.0,82.0,5.0,434999.99999999994
615,6,2017,52000,1,0,1,13.68,2393.0,147.8,8.0,1750000.0
616,6,2015,68764,0,0,1,21.1,814.0,55.2,5.0,290000.0
617,5,2013,64000,1,0,1,22.07,1199.0,73.9,5.0,290000.0
618,11,2016,21558,1,0,1,24.3,1248.0,88.5,5.0,890000.0
619,10,2013,37500,1,1,1,18.88,1995.0,184.0,5.0,1675000.0
620,4,2016,14077,0,0,1,21.1,814.0,55.2,5.0,395000.0
621,10,2009,70000,0,0,1,17.0,1497.0,118.0,5.0,210000.0
622,8,2011,54316,0,0,2,12.8,2354.0,177.6,5.0,429000.0
623,6,2009,90764,1,0,1,14.0,2498.0,112.0,8.0,385000.0
624,3,2009,137000,1,1,2,13.2,1995.0,170.0,5.0,900000.0
625,11,2013,127000,0,0,2,16.8,1497.0,116.3,5.0,450000.0
626,8,2016,51884,1,0,1,16.0,2179.0,140.0,7.0,1246000.0
627,5,2014,67407,1,0,1,21.27,1396.0,88.76,5.0,465000.00000000006
628,6,2014,107825,1,0,1,13.0,2982.0,168.5,7.0,2050000.0
629,3,2006,82453,1,0,1,13.6,2523.0,63.0,8.0,290000.0
630,3,2007,30441,0,0,1,15.9,1298.0,85.0,5.0,145000.0
632,10,2016,11000,1,1,1,20.7,1496.0,113.98,5.0,2950000.0
633,6,2015,61000,1,1,1,15.73,1968.0,174.33,5.0,2500000.0
634,5,2013,48454,0,0,2,17.0,1197.0,80.0,5.0,350000.0
635,7,2017,37000,1,0,1,14.1,2179.0,154.0,7.0,1125000.0
636,8,2017,32249,1,0,1,21.9,1498.0,98.6,7.0,1079000.0
637,9,2013,58000,1,0,1,19.33,1968.0,138.03,5.0,590000.0
638,7,2017,28360,0,0,1,19.1,1197.0,81.86,5.0,512000.0
639,10,2017,7000,0,0,1,20.89,1197.0,81.8,5.0,570000.0
640,4,2016,19658,1,1,1,18.12,1995.0,190.0,5.0,3584000.0000000005
641,6,2007,92000,0,0,1,13.8,1299.0,70.0,5.0,125000.0
642,9,2013,25000,0,0,1,20.36,1197.0,78.9,5.0,265000.0
643,4,2016,37882,1,0,1,22.32,1582.0,126.3,5.0,919000.0
645,5,2011,61000,0,1,1,12.3,1796.0,185.0,5.0,1250000.0
646,9,2010,35000,0,0,2,18.6,1199.0,79.4,5.0,150000.0
649,5,2012,72450,1,0,1,15.1,2179.0,140.0,7.0,810000.0
650,7,2017,36381,1,0,1,28.09,1248.0,88.5,5.0,975000.0
651,4,2017,25559,1,1,1,19.71,2143.0,201.15,5.0,3793000.0
652,3,2005,100000,0,1,3,16.4,1497.0,78.0,5.0,196000.0
653,7,2015,94000,1,1,1,11.5,2982.0,169.0,7.0,2050000.0
654,2,2011,64357,0,0,1,24.07,998.0,67.1,5.0,275000.0
655,10,2017,10501,0,1,1,9.43,1999.0,237.4,5.0,7500000.0
656,3,2009,47000,1,0,1,21.9,1396.0,90.0,5.0,280000.0
657,10,2017,18000,0,1,1,16.0,1497.0,117.3,7.0,925000.0
658,3,2007,89000,0,0,1,13.4,1794.0,125.0,5.0,300000.0
659,4,2014,49964,1,1,1,17.68,1968.0,174.33,5.0,2389000.0
660,10,2014,35000,1,0,1,12.99,2494.0,100.6,7.0,1275000.0
661,7,2014,64000,1,0,1,24.0,1120.0,70.0,5.0,415000.00000000006
662,10,2013,36000,0,1,1,14.8,1598.0,105.0,5.0,465000.00000000006
663,5,2012,78600,1,0,1,12.8,2494.0,102.0,7.0,890000.0
664,7,2008,170000,1,0,2,16.8,1493.0,110.0,5.0,150000.0
665,11,2015,65000,1,0,2,23.2,1248.0,73.94,5.0,327000.0
666,11,2008,120300,1,1,2,12.07,2967.0,241.4,7.0,1800000.0
667,11,2016,21000,0,0,1,18.6,1197.0,81.83,5.0,630000.0
668,4,2017,18108,1,0,1,24.3,1248.0,88.5,5.0,1131000.0
669,11,2014,58407,0,0,1,17.4,1497.0,117.3,5.0,616000.0
670,11,2014,49500,0,0,1,20.73,1373.0,91.1,5.0,600000.0
671,8,2013,37199,0,1,1,17.5,1498.0,99.6,5.0,543000.0
672,6,2012,62000,1,0,1,22.07,1199.0,73.9,5.0,465000.00000000006
673,6,2015,59000,1,0,1,20.77,1248.0,88.8,7.0,750000.0
674,7,2015,60000,1,0,1,26.59,1248.0,74.0,5.0,625000.0
675,2,2007,39037,1,1,1,14.84,2143.0,170.0,5.0,925000.0
676,10,2013,17003,0,0,1,19.4,1198.0,86.8,5.0,315000.0
677,6,2008,80400,0,0,1,16.0,1086.0,66.7,5.0,229999.99999999997
678,7,2012,75200,1,0,1,22.32,1582.0,126.32,5.0,525000.0
679,8,2017,41217,1,0,1,28.09,1248.0,88.5,5.0,740000.0
680,11,2006,98293,0,0,2,13.8,1299.0,70.0,5.0,155000.0
681,11,2017,54000,0,0,2,16.2,1199.0,74.0,5.0,600000.0
682,3,2016,17377,0,0,1,18.7,1199.0,88.7,5.0,590000.0
683,2,2013,33800,1,0,2,25.8,1498.0,98.6,5.0,470000.0
684,6,2015,86157,1,0,1,22.54,1396.0,88.73,5.0,650000.0
685,6,2012,146824,1,0,1,21.1,1248.0,73.9,5.0,355000.0
686,3,2014,55000,0,0,1,16.8,1497.0,116.3,5.0,710000.0
687,6,2010,53293,0,0,1,13.14,1798.0,160.0,5.0,600000.0
689,2,2009,64000,0,0,2,17.0,1197.0,80.0,5.0,409999.99999999994
690,6,2017,25058,0,1,1,24.07,998.0,67.1,5.0,395000.0
691,8,2016,36700,0,0,1,21.1,814.0,55.2,5.0,438000.0
692,10,2011,35000,0,0,1,20.36,1197.0,78.9,5.0,275000.0
693,4,2016,22732,0,1,1,18.1,3498.0,306.0,2.0,5554000.0
694,6,2014,48000,1,1,1,18.53,1968.0,187.74,5.0,2900000.0
695,2,2013,62084,1,0,1,22.77,1498.0,98.59,5.0,660000.0
696,9,2012,39273,1,1,1,14.3,1968.0,140.0,5.0,699000.0
697,2,2017,64798,1,0,1,13.68,2393.0,147.8,7.0,1875000.0
699,11,2006,78000,0,0,3,14.49,1399.0,92.7,5.0,120000.0
700,4,2013,57717,0,0,1,18.5,1197.0,85.8,5.0,430999.99999999994
701,3,2011,109000,1,1,1,12.39,2179.0,147.51,5.0,1650000.0
702,4,2017,74515,0,0,1,18.9,1197.0,82.0,5.0,564000.0
703,4,2017,50484,1,1,1,10.91,3198.0,197.2,7.0,3112000.0
704,8,2013,13452,1,1,1,12.8,1968.0,167.6,5.0,2546000.0
705,8,2017,37688,0,0,1,17.01,1591.0,121.3,5.0,788000.0
706,3,2017,34000,1,1,1,13.0,2143.0,204.0,5.0,3600000.0
708,11,2008,64000,0,0,2,17.5,1298.0,85.8,5.0,285000.0
709,5,2011,100000,0,0,1,13.0,1343.0,90.0,5.0,350000.0
710,7,2014,75000,1,0,1,20.46,1461.0,83.8,5.0,750000.0
711,6,2012,86000,1,1,1,14.84,2143.0,170.0,5.0,1900000.0
712,6,2015,69000,1,1,1,15.97,2993.0,258.0,5.0,5400000.0
713,8,2015,41721,0,0,1,19.1,1197.0,82.0,5.0,470000.0
714,6,2017,13000,0,1,1,22.0,1197.0,81.8,5.0,850000.0
715,9,2013,38998,1,1,1,16.07,1995.0,181.0,4.0,1700000.0
716,8,2017,54250,0,0,1,22.74,796.0,47.3,5.0,351000.0
717,2,2013,45979,1,1,2,17.11,1968.0,174.33,5.0,1950000.0
718,11,2012,37000,0,1,2,13.6,1598.0,181.0,4.0,1700000.0
719,4,2015,46983,1,1,2,12.07,2967.0,241.4,7.0,4335000.0
720,2,2012,40700,1,0,1,25.44,936.0,57.6,5.0,265000.0
721,8,2015,43828,0,0,1,20.51,998.0,67.04,5.0,352000.0
722,9,2016,53000,1,0,1,19.01,1461.0,108.5,5.0,625000.0
723,1,2015,100000,1,1,1,18.88,1995.0,184.0,5.0,2475000.0
724,10,2015,19000,0,0,1,20.85,1197.0,83.14,5.0,525000.0
725,7,2016,84000,1,0,1,17.72,1968.0,108.5,5.0,1100000.0
726,8,2018,37630,0,1,1,15.63,1499.0,110.4,5.0,910000.0
727,3,2010,67714,0,0,1,18.5,1197.0,80.0,5.0,325000.0
728,11,2017,32000,1,0,1,15.0,1248.0,88.5,5.0,850000.0
729,11,2010,51000,0,0,1,16.2,1599.0,103.2,5.0,310000.0
730,8,2015,58390,1,1,1,18.88,1995.0,184.0,5.0,1986000.0
731,9,2017,14000,1,0,1,24.0,1186.0,73.97,5.0,490000.00000000006
732,5,2014,55818,0,0,2,17.4,1497.0,117.3,5.0,570000.0
734,9,2012,52241,1,0,1,25.2,1248.0,74.0,5.0,290000.0
735,4,2018,25433,1,0,1,27.39,1248.0,74.0,5.0,783000.0
736,8,2015,40611,1,0,1,14.0,2179.0,138.1,7.0,815000.0
737,2,2008,72000,0,0,2,13.2,1495.0,94.0,5.0,200000.0
738,6,2016,54631,1,0,1,25.2,1248.0,74.0,5.0,625000.0
740,4,2016,24941,0,1,1,21.9,624.0,37.48,4.0,319000.0
741,1,2017,63939,1,0,1,25.47,1248.0,88.5,7.0,775000.0
742,5,2014,35214,0,1,2,23.1,998.0,67.04,5.0,320000.0
743,5,2015,63000,1,0,1,25.2,1248.0,74.0,5.0,490000.00000000006
744,8,2012,121377,0,0,1,15.04,1598.0,103.6,5.0,380000.0
745,3,2009,100970,1,1,1,15.5,1896.0,105.0,5.0,400000.0
746,6,2014,60000,1,1,2,20.7,1496.0,113.98,5.0,2350000.0
747,3,2008,77650,1,0,1,17.2,1396.0,53.5,5.0,114999.99999999999
750,2,2015,18955,0,1,1,18.0,1497.0,117.3,5.0,1065000.0
751,4,2016,47877,1,1,1,16.36,2179.0,187.7,5.0,3568000.0
752,8,2017,43368,1,1,1,15.0,2143.0,204.0,5.0,3194000.0
753,3,2011,73000,1,0,3,18.3,1991.0,147.9,5.0,420000.0
755,8,2014,56778,0,1,1,11.74,1796.0,186.0,5.0,1546000.0
756,8,2018,20024,0,0,1,18.2,1199.0,88.7,5.0,846000.0000000001
757,9,2013,42103,0,0,1,16.78,1496.0,88.73,5.0,325000.0
758,6,2012,67147,0,0,1,19.7,796.0,46.3,5.0,260000.0
759,4,2016,37806,0,0,1,20.4,1197.0,81.8,5.0,520000.0
760,11,2009,85000,0,0,3,19.0,998.0,66.1,5.0,180000.0
761,3,2011,35000,0,0,1,25.4,624.0,37.48,4.0,160000.0
762,9,2015,72035,1,0,1,25.5,1498.0,99.0,5.0,250000.0
763,7,2011,48500,0,0,1,16.0,1368.0,90.0,5.0,250000.0
764,4,2017,28854,0,0,1,18.16,1196.0,86.8,5.0,670000.0
765,6,2005,92450,0,0,1,15.4,1590.0,94.0,5.0,120000.0
766,4,2016,14351,1,1,1,18.88,1995.0,184.0,5.0,3554999.9999999995
767,7,2017,51087,1,0,1,17.9,1998.0,163.7,5.0,775000.0
768,3,2005,50000,1,0,1,12.7,2609.0,116.6,8.0,194000.0
769,6,2016,73000,1,0,1,25.0,1396.0,69.0,5.0,220000.00000000003
771,3,2016,50000,1,0,1,12.8,2494.0,102.0,8.0,1565000.0
772,4,2018,36797,1,1,1,19.27,2143.0,167.62,5.0,3947000.0
773,9,2011,50000,0,0,2,18.5,1197.0,85.8,5.0,150000.0
774,1,2013,94000,1,0,1,12.8,2494.0,102.0,8.0,885000.0
775,2,2013,74000,1,0,2,12.55,2982.0,168.5,7.0,1789999.9999999998
776,4,2014,41016,0,1,2,16.95,1197.0,78.9,5.0,508000.0
777,2,2012,67000,1,0,1,22.32,1582.0,126.32,5.0,625000.0
778,2,2015,76927,1,1,1,15.73,1968.0,174.33,5.0,2275000.0
779,9,2010,17088,0,0,1,18.6,1199.0,79.4,5.0,146000.0
780,11,2007,112808,1,0,2,17.8,1399.0,68.0,5.0,204999.99999999997
782,6,2014,44600,0,1,1,23.1,998.0,67.04,5.0,455000.0
784,1,2016,21000,0,0,1,15.8,1591.0,121.3,5.0,1090000.0
785,2,2010,81245,0,0,1,18.9,998.0,67.1,5.0,245000.00000000003
787,10,2017,4018,0,0,1,18.88,1499.0,110.4,5.0,825000.0
788,5,2013,70000,1,1,2,13.73,1995.0,148.0,5.0,850000.0
789,4,2016,56532,1,0,1,16.0,2179.0,140.0,7.0,1554000.0
790,6,2013,26875,0,0,1,16.8,796.0,34.2,8.0,235000.0
791,4,2015,72599,0,0,1,22.5,998.0,67.04,5.0,432000.0
792,7,2008,205000,1,0,2,13.1,2499.0,141.0,7.0,390000.0
793,6,2011,98000,1,0,2,22.32,1582.0,126.32,5.0,520000.0
794,10,2018,19500,0,0,1,18.6,1197.0,81.83,5.0,585000.0
795,2,2013,68000,0,0,2,16.02,1373.0,93.7,7.0,625000.0
796,4,2019,19654,1,1,1,14.0,2179.0,155.0,7.0,1763000.0
797,10,2017,26000,1,0,1,23.65,1248.0,88.5,5.0,975000.0
798,2,2015,10000,0,1,1,18.1,3498.0,306.0,2.0,5500000.0
799,6,2011,75020,1,0,1,22.07,1199.0,73.9,5.0,409999.99999999994
800,6,2011,157000,1,0,1,12.55,2982.0,168.5,7.0,1199000.0
801,8,2017,43773,1,0,1,16.0,2179.0,140.0,7.0,1354000.0
802,10,2016,21000,1,1,1,17.9,2143.0,201.15,5.0,5600000.0
803,3,2016,23280,0,0,1,18.7,1199.0,88.7,5.0,650000.0
804,11,2013,88000,1,0,1,23.4,1248.0,74.0,5.0,475000.0
805,6,2014,67000,0,0,1,17.01,1591.0,121.3,5.0,560000.0
806,4,2017,59636,1,1,1,10.91,3198.0,197.0,7.0,2920000.0
